title,artist,duration,lrc
Where the Blacktop Ends,Keith Urban,180186.844,"[{""lrc_timestamp"":""[00:12.94]"",""milliseconds"":""12940"",""line"":""Gonna kick off my shoes""},{""lrc_timestamp"":""[00:14.33]"",""milliseconds"":""14330"",""line"":""And run in bare feet""},{""lrc_timestamp"":""[00:15.88]"",""milliseconds"":""15880"",""line"":""Where the grass and the dirt and the gravel all meet""},{""lrc_timestamp"":""[00:18.85]"",""milliseconds"":""18850"",""line"":""Goin' back to the well gonna visit old friends""},{""lrc_timestamp"":""[00:21.87]"",""milliseconds"":""21870"",""line"":""And feed my soul where the blacktop ends""},{""line"":""""},{""lrc_timestamp"":""[00:31.18]"",""milliseconds"":""31180"",""line"":""I'm lookin' down the barrel of Friday night""},{""lrc_timestamp"":""[00:34.22]"",""milliseconds"":""34220"",""line"":""Ridin' on a river of freeway lights""},{""lrc_timestamp"":""[00:37.25]"",""milliseconds"":""37250"",""line"":""Goodbye city I'm country bound""},{""lrc_timestamp"":""[00:40.40]"",""milliseconds"":""40400"",""line"":""'Til Monday rolls around""},{""line"":""""},{""lrc_timestamp"":""[00:44.89]"",""milliseconds"":""44890"",""line"":""Gonna kick off my shoes""},{""lrc_timestamp"":""[00:46.29]"",""milliseconds"":""46290"",""line"":""And run in bare feet""},{""lrc_timestamp"":""[00:47.92]"",""milliseconds"":""47920"",""line"":""Where the grass and the dirt and the gravel all meet""},{""lrc_timestamp"":""[00:50.85]"",""milliseconds"":""50850"",""line"":""Goin' back to the well gonna visit old friends""},{""lrc_timestamp"":""[00:54.29]"",""milliseconds"":""54290"",""line"":""And feed my soul where the blacktop ends""},{""line"":""""},{""lrc_timestamp"":""[01:09.70]"",""milliseconds"":""69700"",""line"":""Workin' in the grind is an uphill road""},{""lrc_timestamp"":""[01:12.70]"",""milliseconds"":""72700"",""line"":""Punchin' that clock and carryin' that load""},{""lrc_timestamp"":""[01:15.53]"",""milliseconds"":""75530"",""line"":""I bust it all week and then I'm free""},{""lrc_timestamp"":""[01:18.52]"",""milliseconds"":""78520"",""line"":""The weekend belongs to me""},{""line"":""""},{""lrc_timestamp"":""[01:23.03]"",""milliseconds"":""83030"",""line"":""Gonna kick off my shoes""},{""lrc_timestamp"":""[01:24.55]"",""milliseconds"":""84550"",""line"":""And run in bare feet""},{""lrc_timestamp"":""[01:26.12]"",""milliseconds"":""86120"",""line"":""Where the grass and the dirt and the gravel all meet""},{""lrc_timestamp"":""[01:29.09]"",""milliseconds"":""89090"",""line"":""Goin' back to the well gonna visit old friends""},{""lrc_timestamp"":""[01:32.16]"",""milliseconds"":""92160"",""line"":""And feed my soul where the blacktop ends""},{""line"":""""},{""lrc_timestamp"":""[01:38.46]"",""milliseconds"":""98460"",""line"":""Give me some fresh air give me that farm""},{""lrc_timestamp"":""[01:41.29]"",""milliseconds"":""101290"",""line"":""Give me some time with you in my arms""},{""lrc_timestamp"":""[01:44.34]"",""milliseconds"":""104340"",""line"":""Far away from the hustle and the pressure and the noise""},{""line"":""""},{""lrc_timestamp"":""[01:53.56]"",""milliseconds"":""113560"",""line"":""Gonna kick off my shoes""},{""lrc_timestamp"":""[01:55.15]"",""milliseconds"":""115150"",""line"":""And run in bare feet""},{""lrc_timestamp"":""[01:56.58]"",""milliseconds"":""116580"",""line"":""Where the grass and the dirt and the gravel all meet""},{""lrc_timestamp"":""[01:59.51]"",""milliseconds"":""119510"",""line"":""Goin' back to the well gonna visit old friends""},{""lrc_timestamp"":""[02:02.59]"",""milliseconds"":""122590"",""line"":""And feed my soul, you betcha""},{""line"":""""},{""lrc_timestamp"":""[02:05.83]"",""milliseconds"":""125830"",""line"":""Gonna kick off my shoes""},{""lrc_timestamp"":""[02:07.30]"",""milliseconds"":""127300"",""line"":""And run in bare feet""},{""lrc_timestamp"":""[02:08.79]"",""milliseconds"":""128790"",""line"":""Where the grass and the dirt and the gravel all meet""},{""lrc_timestamp"":""[02:11.78]"",""milliseconds"":""131780"",""line"":""Goin' back to the well gonna visit old friends""},{""lrc_timestamp"":""[02:14.81]"",""milliseconds"":""134810"",""line"":""And feed my soul where the blacktop ends""},{""line"":""""},{""lrc_timestamp"":""[02:23.25]"",""milliseconds"":""143250"",""line"":""Where the blacktop ends [Repeat: x3]""}]"
It's a Love Thing,Keith Urban,221471.922,"[{""lrc_timestamp"":""[00:09.90]"",""milliseconds"":""9900"",""line"":""Yeah, yeah""},{""lrc_timestamp"":""[00:14.14]"",""milliseconds"":""14140"",""line"":""Oh it's a love thing""},{""line"":""""},{""lrc_timestamp"":""[00:20.65]"",""milliseconds"":""20650"",""line"":""I been working all day long""},{""lrc_timestamp"":""[00:22.74]"",""milliseconds"":""22740"",""line"":""And I'm ready to come on home to you, mm mm""},{""lrc_timestamp"":""[00:29.97]"",""milliseconds"":""29970"",""line"":""All the other guys roll their eyes""},{""lrc_timestamp"":""[00:33.29]"",""milliseconds"":""33290"",""line"":""And don't realize it's what I want to do""},{""lrc_timestamp"":""[00:37.84]"",""milliseconds"":""37840"",""line"":""It's what I want to do""},{""lrc_timestamp"":""[00:40.59]"",""milliseconds"":""40590"",""line"":""They say I'm wrapped around your finger""},{""lrc_timestamp"":""[00:43.21]"",""milliseconds"":""43210"",""line"":""But they don't understand""},{""lrc_timestamp"":""[00:45.97]"",""milliseconds"":""45970"",""line"":""That what we got is more than just a diamond""},{""lrc_timestamp"":""[00:49.44]"",""milliseconds"":""49440"",""line"":""On your hand""},{""line"":""""},{""lrc_timestamp"":""[00:50.84]"",""milliseconds"":""50840"",""line"":""Baby it's a love thing, whoa""},{""lrc_timestamp"":""[00:54.97]"",""milliseconds"":""54970"",""line"":""Baby it's a love thing, yeah""},{""line"":""""},{""lrc_timestamp"":""[00:59.76]"",""milliseconds"":""59760"",""line"":""Sure I could hang around and complain about""},{""lrc_timestamp"":""[01:05.38]"",""milliseconds"":""65380"",""line"":""The way things ought to be""},{""lrc_timestamp"":""[01:12.18]"",""milliseconds"":""72180"",""line"":""Yeah there's trouble in the world""},{""lrc_timestamp"":""[01:13.43]"",""milliseconds"":""73430"",""line"":""But you're the girl""},{""lrc_timestamp"":""[01:14.77]"",""milliseconds"":""74770"",""line"":""Whose open arms are all I really need""},{""lrc_timestamp"":""[01:22.14]"",""milliseconds"":""82140"",""line"":""And that's why I come runnin'""},{""lrc_timestamp"":""[01:24.87]"",""milliseconds"":""84870"",""line"":""To be there by your side""},{""lrc_timestamp"":""[01:27.49]"",""milliseconds"":""87490"",""line"":""To let 'em call me crazy""},{""lrc_timestamp"":""[01:30.12]"",""milliseconds"":""90120"",""line"":""But it can't be denied""},{""line"":""""},{""lrc_timestamp"":""[01:32.37]"",""milliseconds"":""92370"",""line"":""Baby it's a love thing, whoa""},{""lrc_timestamp"":""[01:37.01]"",""milliseconds"":""97010"",""line"":""Ah baby it's a love thing, yeah""},{""line"":""""},{""lrc_timestamp"":""[01:43.15]"",""milliseconds"":""103150"",""line"":""And it's not about the same last name""},{""lrc_timestamp"":""[01:46.23]"",""milliseconds"":""106230"",""line"":""It's not a thing that can be explained""},{""lrc_timestamp"":""[01:48.87]"",""milliseconds"":""108870"",""line"":""It's how you make me feel inside""},{""lrc_timestamp"":""[01:51.17]"",""milliseconds"":""111170"",""line"":""And the way you hold me every night""},{""line"":""""},{""lrc_timestamp"":""[01:56.45]"",""milliseconds"":""116450"",""line"":""It's a love thing, whoa""},{""lrc_timestamp"":""[02:00.76]"",""milliseconds"":""120760"",""line"":""Oh baby, it's a love thing, yeah""},{""line"":""""},{""lrc_timestamp"":""[02:05.91]"",""milliseconds"":""125910"",""line"":""Here we go now""},{""lrc_timestamp"":""[02:16.72]"",""milliseconds"":""136720"",""line"":""It's a love thing""},{""line"":""""},{""lrc_timestamp"":""[02:27.46]"",""milliseconds"":""147460"",""line"":""They say I'm wrapped around your finger""},{""lrc_timestamp"":""[02:29.90]"",""milliseconds"":""149900"",""line"":""But they don't understand""},{""lrc_timestamp"":""[02:32.86]"",""milliseconds"":""152860"",""line"":""That what we got is more than just a diamond""},{""lrc_timestamp"":""[02:36.19]"",""milliseconds"":""156190"",""line"":""On your hand""},{""lrc_timestamp"":""[02:37.69]"",""milliseconds"":""157690"",""line"":""Baby it's a love thing, whoa""},{""lrc_timestamp"":""[02:41.79]"",""milliseconds"":""161790"",""line"":""Oh baby it's a love thing, yeah""},{""lrc_timestamp"":""[02:48.15]"",""milliseconds"":""168150"",""line"":""Come on it's a love thing, whoa""},{""lrc_timestamp"":""[02:52.19]"",""milliseconds"":""172190"",""line"":""Oh baby, It's a love thing, yeah""},{""lrc_timestamp"":""[02:58.13]"",""milliseconds"":""178130"",""line"":""Oh, it's a love thing, whoa""},{""lrc_timestamp"":""[03:02.87]"",""milliseconds"":""182870"",""line"":""Oh sugar, it's a love thing""},{""lrc_timestamp"":""[03:06.98]"",""milliseconds"":""186980"",""line"":""No it ain't about no diamond ring""},{""lrc_timestamp"":""[03:09.23]"",""milliseconds"":""189230"",""line"":""It's a love thing, whoa""},{""lrc_timestamp"":""[03:13.26]"",""milliseconds"":""193260"",""line"":""Oh baby it's a love thing,""},{""lrc_timestamp"":""[03:17.68]"",""milliseconds"":""197680"",""line"":""It's a love, it's a love, it's a love thing""}]"
Glock Six (Bonus),6LACK,190914.469,"[{""line"":""Are you who I be in this weekend"",""lrc_timestamp"":""[00:00.24]"",""milliseconds"":24258,""duration"":2647},{""line"":""If so, let's get lost in the deep end"",""lrc_timestamp"":""[00:00.26]"",""milliseconds"":26905,""duration"":3297},{""line"":""Exhale my name, then you absorb my soul every time that you breathe in"",""lrc_timestamp"":""[00:00.30]"",""milliseconds"":30202,""duration"":5875},{""line"":""Take off that dress, lay your heart on my chest"",""lrc_timestamp"":""[00:00.36]"",""milliseconds"":36077,""duration"":2705},{""line"":""I think I wanna keep it"",""lrc_timestamp"":""[00:00.38]"",""milliseconds"":38782,""duration"":2949},{""line"":""You fall asleep, no worries, I be right here when you finish dreaming"",""lrc_timestamp"":""[00:00.41]"",""milliseconds"":41731,""duration"":5747},{""line"":""I see something in you, I know that it's crazy 'cause girl I just met you"",""lrc_timestamp"":""[00:00.47]"",""milliseconds"":47478,""duration"":5863},{""line"":""But we joining forces 'cause that would be gorgeous"",""lrc_timestamp"":""[00:00.53]"",""milliseconds"":53341,""duration"":3018},{""line"":""No girl, I won't let up"",""lrc_timestamp"":""[00:00.56]"",""milliseconds"":56359,""duration"":2810},{""line"":""I just rolled the dice so no more thinkin' twice"",""lrc_timestamp"":""[00:00.59]"",""milliseconds"":59169,""duration"":2844},{""line"":""Destiny she won't fail us"",""lrc_timestamp"":""[00:00.62]"",""milliseconds"":62013,""duration"":2903},{""line"":""If you feel what I feel can you just keep it real"",""lrc_timestamp"":""[00:00.64]"",""milliseconds"":64916,""duration"":2879},{""line"":""Baby, it ain't no pressure"",""lrc_timestamp"":""[00:00.67]"",""milliseconds"":67795,""duration"":2995},{""line"":""No need to state the obvi', I be close to your heart"",""lrc_timestamp"":""[00:00.70]"",""milliseconds"":70790,""duration"":3518},{""line"":""I know you looking for real love"",""lrc_timestamp"":""[00:00.74]"",""milliseconds"":74308,""duration"":2554},{""line"":""I got my hand on my Glock, posted on the block"",""lrc_timestamp"":""[00:00.76]"",""milliseconds"":76862,""duration"":6792},{""line"":""I might just let off a shot, at anyone tryin' to kill love"",""lrc_timestamp"":""[00:00.83]"",""milliseconds"":83654,""duration"":4853},{""line"":""If we do this right, we'll be Bonnie and Clyde for the rest of our lives"",""lrc_timestamp"":""[00:00.88]"",""milliseconds"":88507,""duration"":10681},{""line"":""Hit up a bank, then hide out in the woods for the rest of the night"",""lrc_timestamp"":""[00:00.99]"",""milliseconds"":99188,""duration"":5956},{""line"":""Make love on the cash that we took from the vault just a while ago"",""lrc_timestamp"":""[00:00.10]"",""milliseconds"":105144,""duration"":5805},{""line"":""Said you can't describe this, no feeling, you feeling, well I'll move slow"",""lrc_timestamp"":""[00:00.11]"",""milliseconds"":110949,""duration"":5863},{""line"":""I saw something in you that you didn't see, I made you a believer"",""lrc_timestamp"":""[00:00.11]"",""milliseconds"":116812,""duration"":5921},{""line"":""I taught you the ropes, now you good at the game"",""lrc_timestamp"":""[00:00.12]"",""milliseconds"":122733,""duration"":2938},{""line"":""Baby, I was your teacher"",""lrc_timestamp"":""[00:00.12]"",""milliseconds"":125671,""duration"":2717},{""line"":""Yeah, you made me fall like the Autumn, but chin up 'cause I'll never leave ya"",""lrc_timestamp"":""[00:00.12]"",""milliseconds"":128388,""duration"":5793},{""line"":""I no longer front, girl, you're more than a one night"",""lrc_timestamp"":""[00:00.13]"",""milliseconds"":134181,""duration"":3297},{""line"":""I know that I need ya"",""lrc_timestamp"":""[00:00.13]"",""milliseconds"":137478,""duration"":2496},{""line"":""No need to state the obvi', I be close to your heart"",""lrc_timestamp"":""[00:00.13]"",""milliseconds"":139974,""duration"":3692},{""line"":""I know you looking for real love"",""lrc_timestamp"":""[00:00.14]"",""milliseconds"":143666,""duration"":2752},{""line"":""I got my hand on my Glock, posted on the block"",""lrc_timestamp"":""[00:00.14]"",""milliseconds"":146418,""duration"":6699},{""line"":""I might just let off a shot, at anyone tryin' to kill love"",""lrc_timestamp"":""[00:00.15]"",""milliseconds"":153117,""duration"":7686},{""line"":""No need to state the obvi', I be close to your heart"",""lrc_timestamp"":""[00:00.16]"",""milliseconds"":160803,""duration"":6118},{""line"":""I know you looking for real love"",""lrc_timestamp"":""[00:00.16]"",""milliseconds"":166921,""duration"":2368},{""line"":""I got my hand on my Glock, posted on the block"",""lrc_timestamp"":""[00:00.16]"",""milliseconds"":169289,""duration"":6978},{""line"":""I might just let off a... kill love"",""lrc_timestamp"":""[00:00.17]"",""milliseconds"":176267,""duration"":4759},{""line"":""Love..."",""lrc_timestamp"":""[00:00.18]"",""milliseconds"":181515,""duration"":3889}]"
You & Me (feat. G-Eazy),Marc E. Bassy,218546.219,"[{""lrc_timestamp"":""[00:00.09]"",""milliseconds"":""90"",""line"":""Girl you party all the time""},{""lrc_timestamp"":""[00:03.46]"",""milliseconds"":""3460"",""line"":""Don't let me stay on your mind""},{""lrc_timestamp"":""[00:05.66]"",""milliseconds"":""5660"",""line"":""Adderall and cheap wine""},{""lrc_timestamp"":""[00:08.17]"",""milliseconds"":""8170"",""line"":""Just to stay awake in conversation""},{""lrc_timestamp"":""[00:11.42]"",""milliseconds"":""11420"",""line"":""We were always so damn insecure""},{""lrc_timestamp"":""[00:16.13]"",""milliseconds"":""16130"",""line"":""So how could we ever know for sure""},{""lrc_timestamp"":""[00:21.56]"",""milliseconds"":""21560"",""line"":""Disregard the way I know we feel""},{""lrc_timestamp"":""[00:27.99]"",""milliseconds"":""27990"",""line"":""That would make this city way too real""},{""line"":""""},{""lrc_timestamp"":""[00:33.25]"",""milliseconds"":""33250"",""line"":""If we bump into each other""},{""lrc_timestamp"":""[00:36.08]"",""milliseconds"":""36080"",""line"":""On a crowded street""},{""lrc_timestamp"":""[00:39.10]"",""milliseconds"":""39100"",""line"":""Itâ€™s not us no more""},{""lrc_timestamp"":""[00:41.33]"",""milliseconds"":""41330"",""line"":""Itâ€™s just you and me""},{""lrc_timestamp"":""[00:43.93]"",""milliseconds"":""43930"",""line"":""Weâ€™re just strangers in passing casually""},{""lrc_timestamp"":""[00:49.73]"",""milliseconds"":""49730"",""line"":""Itâ€™s not us no more""},{""lrc_timestamp"":""[00:52.83]"",""milliseconds"":""52830"",""line"":""Itâ€™s just you and me""},{""line"":""""},{""lrc_timestamp"":""[01:07.33]"",""milliseconds"":""67330"",""line"":""Shirt on my back with the rips""},{""lrc_timestamp"":""[01:10.59]"",""milliseconds"":""70590"",""line"":""Gems in my golden necklace""},{""lrc_timestamp"":""[01:13.05]"",""milliseconds"":""73050"",""line"":""You didn't give me none of this""},{""lrc_timestamp"":""[01:16.43]"",""milliseconds"":""76430"",""line"":""There's nothing for me to miss""},{""lrc_timestamp"":""[01:18.82]"",""milliseconds"":""78820"",""line"":""We were too young on the day we met""},{""lrc_timestamp"":""[01:23.37]"",""milliseconds"":""83370"",""line"":""How could we say we would not forget""},{""lrc_timestamp"":""[01:29.44]"",""milliseconds"":""89440"",""line"":""And in the shadows there's a place for us""},{""lrc_timestamp"":""[01:34.67]"",""milliseconds"":""94670"",""line"":""Somewhere hidden they can't find our love""},{""lrc_timestamp"":""[01:40.22]"",""milliseconds"":""100220"",""line"":""Don't let 'em know""},{""line"":""""},{""lrc_timestamp"":""[01:41.05]"",""milliseconds"":""101050"",""line"":""If we bump into each other""},{""lrc_timestamp"":""[01:43.57]"",""milliseconds"":""103570"",""line"":""On a crowded street""},{""lrc_timestamp"":""[01:45.77]"",""milliseconds"":""105770"",""line"":""Itâ€™s not us no more""},{""lrc_timestamp"":""[01:48.72]"",""milliseconds"":""108720"",""line"":""Itâ€™s just you and me""},{""lrc_timestamp"":""[01:52.00]"",""milliseconds"":""112000"",""line"":""Weâ€™re just strangers in passing casually""},{""lrc_timestamp"":""[01:57.37]"",""milliseconds"":""117370"",""line"":""Itâ€™s not us no more""},{""lrc_timestamp"":""[01:59.91]"",""milliseconds"":""119910"",""line"":""Itâ€™s just you and me""},{""line"":""""},{""lrc_timestamp"":""[02:15.08]"",""milliseconds"":""135080"",""line"":""Eazy, and these days it's just you and me""},{""lrc_timestamp"":""[02:17.51]"",""milliseconds"":""137510"",""line"":""This shit is dead and gone, it's not what it used to be""},{""lrc_timestamp"":""[02:19.71]"",""milliseconds"":""139710"",""line"":""Someone give a eulogy""},{""lrc_timestamp"":""[02:21.44]"",""milliseconds"":""141440"",""line"":""I know I'm hard headed and I might of acted foolishly""},{""lrc_timestamp"":""[02:23.67]"",""milliseconds"":""143670"",""line"":""But you the one to hold us down usually""},{""lrc_timestamp"":""[02:26.11]"",""milliseconds"":""146110"",""line"":""Yeah, we was in a limbo""},{""lrc_timestamp"":""[02:28.36]"",""milliseconds"":""148360"",""line"":""But of all people you ain't have to fuck with him though""},{""lrc_timestamp"":""[02:31.01]"",""milliseconds"":""151010"",""line"":""That was my homie, I gave y'all the intro""},{""lrc_timestamp"":""[02:33.79]"",""milliseconds"":""153790"",""line"":""Some things fall apart and some get thrown out the window""},{""lrc_timestamp"":""[02:36.38]"",""milliseconds"":""156380"",""line"":""Remember when we first met we might've been too young""},{""lrc_timestamp"":""[02:39.36]"",""milliseconds"":""159360"",""line"":""But we was from The Bay so we both was going too dumb""},{""lrc_timestamp"":""[02:42.28]"",""milliseconds"":""162280"",""line"":""I used to be the one for you now you got a new one""},{""lrc_timestamp"":""[02:45.14]"",""milliseconds"":""165140"",""line"":""So 'till the next lifetime, maybe we can do some'n (Eazy)""},{""line"":""""},{""lrc_timestamp"":""[02:48.11]"",""milliseconds"":""168110"",""line"":""If we bump into each other""},{""lrc_timestamp"":""[02:50.88]"",""milliseconds"":""170880"",""line"":""On a crowded street""},{""lrc_timestamp"":""[02:52.93]"",""milliseconds"":""172930"",""line"":""Itâ€™s not us no more""},{""lrc_timestamp"":""[02:56.27]"",""milliseconds"":""176270"",""line"":""Itâ€™s just you and me""},{""lrc_timestamp"":""[02:59.42]"",""milliseconds"":""179420"",""line"":""Weâ€™re just strangers in passing casually""},{""lrc_timestamp"":""[03:04.82]"",""milliseconds"":""184820"",""line"":""Itâ€™s not us no more""},{""lrc_timestamp"":""[03:07.70]"",""milliseconds"":""187700"",""line"":""Itâ€™s just you and me""},{""line"":""""},{""lrc_timestamp"":""[03:21.86]"",""milliseconds"":""201860"",""line"":""If we bump into each other""},{""lrc_timestamp"":""[03:24.44]"",""milliseconds"":""204440"",""line"":""On a crowded street""},{""lrc_timestamp"":""[03:26.98]"",""milliseconds"":""206980"",""line"":""It's not us no more""}]"
Artists Only,Talking Heads,215690.156,"[{""line"":""Let's go!"",""lrc_timestamp"":""[00:00.28]"",""milliseconds"":28665,""duration"":15360},{""line"":""I'm painting, I'm painting again!"",""lrc_timestamp"":""[00:00.44]"",""milliseconds"":44025,""duration"":4562},{""line"":""I'm painting, I'm painting again!"",""lrc_timestamp"":""[00:00.48]"",""milliseconds"":48587,""duration"":3866},{""line"":""I'm cleaning, I'm cleaning again!"",""lrc_timestamp"":""[00:00.52]"",""milliseconds"":52453,""duration"":3704},{""line"":""I'm cleaning, cleaning my brain!"",""lrc_timestamp"":""[00:00.56]"",""milliseconds"":56157,""duration"":31645},{""line"":""Pretty soon now, I will be bitter!"",""lrc_timestamp"":""[00:00.87]"",""milliseconds"":87802,""duration"":3611},{""line"":""Pretty soon now, will be a quitter!"",""lrc_timestamp"":""[00:00.91]"",""milliseconds"":91413,""duration"":3575},{""line"":""Pretty soon now, I will be bitter!"",""lrc_timestamp"":""[00:00.94]"",""milliseconds"":94988,""duration"":3460},{""line"":""You can't see it 'til it's finished!"",""lrc_timestamp"":""[00:00.98]"",""milliseconds"":98448,""duration"":75053},{""line"":""I don't have to prove that I am creative!"",""lrc_timestamp"":""[00:00.17]"",""milliseconds"":173501,""duration"":4029},{""line"":""I don't have to prove that I am creative!"",""lrc_timestamp"":""[00:00.17]"",""milliseconds"":177530,""duration"":3727},{""line"":""All my pictures are confused!"",""lrc_timestamp"":""[00:00.18]"",""milliseconds"":181257,""duration"":8603},{""line"":""And now I'm going to take me to you!"",""lrc_timestamp"":""[00:00.18]"",""milliseconds"":185053,""duration"":4807}]"
Neon Light,Blake Shelton,221471.922,"[{""line"":""Ever since you left me I've been ridin' 'round"",""duration"":""3380"",""milliseconds"":""29910"",""lrc_timestamp"":""[00:29.91]""},{""line"":""Crankin' up a little country gold heartbreak"",""duration"":""2950"",""milliseconds"":""33290"",""lrc_timestamp"":""[00:33.29]""},{""line"":""Cried and dried these tears I don't know how"",""duration"":""3150"",""milliseconds"":""36240"",""lrc_timestamp"":""[00:36.24]""},{""line"":""Much more missin' you I can take"",""duration"":""3210"",""milliseconds"":""39390"",""lrc_timestamp"":""[00:39.39]""},{""line"":""I pray pray prayed, for a sign sign sign"",""duration"":""5590"",""milliseconds"":""42600"",""lrc_timestamp"":""[00:42.60]""},{""line"":""Now there it is in the window"",""duration"":""2810"",""milliseconds"":""48190"",""lrc_timestamp"":""[00:48.19]""},{""line"":""It's about time, damn time"",""duration"":""3590"",""milliseconds"":""51000"",""lrc_timestamp"":""[00:51.00]""},{""line"":""""},{""line"":""Thereâ€™s a neon light at the end of the tunnel"",""duration"":""5580"",""milliseconds"":""54590"",""lrc_timestamp"":""[00:54.59]""},{""line"":""It ainâ€™t all that bright, but even though itâ€™s subtle"",""duration"":""6030"",""milliseconds"":""60170"",""lrc_timestamp"":""[01:00.17]""},{""line"":""Itâ€™s got me feeling alright, go on and make it a double"",""duration"":""6290"",""milliseconds"":""66200"",""lrc_timestamp"":""[01:06.20]""},{""line"":""Thereâ€™s a neon light at the end of the tunnel, tunnel, tunnel"",""duration"":""8100"",""milliseconds"":""72490"",""lrc_timestamp"":""[01:12.49]""},{""line"":""""},{""line"":""I take a shot of 'I don't care what you doing now'"",""duration"":""3360"",""milliseconds"":""92000"",""lrc_timestamp"":""[01:32.00]""},{""line"":""Chase that one with a cold 'Screw you'"",""duration"":""3140"",""milliseconds"":""95360"",""lrc_timestamp"":""[01:35.36]""},{""line"":""When that's done, I just might wash it down"",""duration"":""3340"",""milliseconds"":""98500"",""lrc_timestamp"":""[01:38.50]""},{""line"":""With a big pitcher of 'Someone new'"",""duration"":""2830"",""milliseconds"":""101840"",""lrc_timestamp"":""[01:41.84]""},{""line"":""That blond blonde blonde"",""duration"":""2580"",""milliseconds"":""104670"",""lrc_timestamp"":""[01:44.67]""},{""line"":""At the bar bar bar"",""duration"":""3690"",""milliseconds"":""107250"",""lrc_timestamp"":""[01:47.25]""},{""line"":""See if she wants to try and unbreak my heart heart heart"",""duration"":""5310"",""milliseconds"":""110940"",""lrc_timestamp"":""[01:50.94]""},{""line"":""""},{""line"":""Thereâ€™s a neon light at the end of the tunnel"",""duration"":""6330"",""milliseconds"":""116250"",""lrc_timestamp"":""[01:56.25]""},{""line"":""It ainâ€™t all that bright, but even though itâ€™s subtle"",""duration"":""5590"",""milliseconds"":""122580"",""lrc_timestamp"":""[02:02.58]""},{""line"":""Itâ€™s got me feeling alright, go on and make it a double"",""duration"":""6130"",""milliseconds"":""128170"",""lrc_timestamp"":""[02:08.17]""},{""line"":""Thereâ€™s a neon light at the end of the tunnel, tunnel, tunnel"",""duration"":""7700"",""milliseconds"":""134300"",""lrc_timestamp"":""[02:14.30]""},{""line"":""""},{""line"":""When we were together"",""duration"":""1620"",""milliseconds"":""142000"",""lrc_timestamp"":""[02:22.00]""},{""line"":""I thought life was set forever"",""duration"":""1570"",""milliseconds"":""143620"",""lrc_timestamp"":""[02:23.62]""},{""line"":""Even though I knew better that the pain would never end"",""duration"":""3400"",""milliseconds"":""145190"",""lrc_timestamp"":""[02:25.19]""},{""line"":""They say the night's darkest just before the dawn gets kissed"",""duration"":""3210"",""milliseconds"":""148590"",""lrc_timestamp"":""[02:28.59]""},{""line"":""By the daybreak got down on my knees and I"",""duration"":""3070"",""milliseconds"":""151800"",""lrc_timestamp"":""[02:31.80]""},{""line"":""Prayed, prayed, prayed, for a sign, sign, sign"",""duration"":""5340"",""milliseconds"":""154870"",""lrc_timestamp"":""[02:34.87]""},{""line"":""Now there it is in the window"",""duration"":""3080"",""milliseconds"":""160210"",""lrc_timestamp"":""[02:40.21]""},{""line"":""It's about time, damn time"",""duration"":""2710"",""milliseconds"":""163290"",""lrc_timestamp"":""[02:43.29]""},{""line"":""""},{""line"":""Thereâ€™s a neon light at the end of the tunnel"",""duration"":""6230"",""milliseconds"":""166000"",""lrc_timestamp"":""[02:46.00]""},{""line"":""It ainâ€™t all that bright, but even though itâ€™s subtle"",""duration"":""6090"",""milliseconds"":""172230"",""lrc_timestamp"":""[02:52.23]""},{""line"":""Itâ€™s got me feeling alright, go on and make it a double"",""duration"":""6230"",""milliseconds"":""178320"",""lrc_timestamp"":""[02:58.32]""},{""line"":""Thereâ€™s a neon light at the end of the tunnel, tunnel, tunnel"",""duration"":""8120"",""milliseconds"":""184550"",""lrc_timestamp"":""[03:04.55]""}]"
